-4.149527577456556315e+01,-5.230260869576133231e+00,7.160208819726278096e-01
2.720542108598926490e+01,6.502340165695546403e+00,8.244629809739688620e-01
-1.522931417680773691e+01,-2.686820958940190707e+01,-2.809782659669139981e-01
-7.314623158863334140e+00,-4.874280266653273941e+01,-7.192500049515596627e-01
-3.743582056492866172e+01,-1.714106083390137414e+01,3.061765454313886137e-01
2.969996748118956020e+01,3.165355574751850654e+01,-9.438216322036809824e-01
-7.063125310536541690e+00,-3.014814579248598747e+01,-9.005466746581418658e-01
3.613337331463692692e+01,-3.535253234195772620e+01,-1.061446161142063804e+00
-4.631712608918277851e+01,2.968758583746992130e+01,-6.581360178523031346e-01
-3.650883332252364255e+01,-3.776243465904920527e+01,7.460534007216512720e-01
-3.527300090288266432e+01,2.446704083391341911e+01,5.593783970660043403e-01
1.774816107775453133e+01,-2.596395230049571623e+01,-8.275817929702572462e-01
-1.805418301440961670e+01,-1.120846393623170201e+01,5.788661808594139924e-01
4.520827410824665993e-01,2.649786982440589966e+01,6.115686174981017631e-01
-6.845864584833315725e+00,4.002072533781075947e+01,-3.705937860664286765e-01
1.321638970353304998e+01,1.988449423890206091e+01,6.377080011417303185e-01
-2.507205093302788157e+01,-3.878510841588951763e+00,1.883047638210251506e-01
4.124237440396488807e+01,-7.476972991109182232e+00,-2.898604292613126132e-01
3.481321354929487910e+01,2.972237270512538743e+01,-2.484933660721209969e-01
-2.686519671677345755e+01,6.662159412139325276e+00,-1.232246489413669766e+00
-4.736144939936947651e+01,4.610338164486127255e+01,4.728318815152312560e-01
2.702288353799136189e+01,2.549705147838793096e+01,1.079581022348849562e+00
3.045319480153552760e+01,-2.092969139545504476e+01,-6.843181886758130661e-01
-2.417865439535114902e+01,-2.959241969798351590e+01,9.049772985958577376e-01
-2.368981196579720816e+01,4.827272245075703694e+01,1.107599686413056173e+00
-5.709510816117991716e+00,2.170812683128138332e+01,6.985093777760367217e-01
1.283530988331109679e+00,3.062372297143665278e+01,7.740256989512499519e-01
4.465246981260033010e+01,8.798001640765473752e+00,5.750727015159213806e-01
3.289069562995875629e+01,-1.969515741390223695e+01,1.003299542057344285e+00
3.342673892072383524e+01,-3.681222832546450263e+01,8.508545785841560294e-01
4.081722405228374839e+01,-3.239393870365876182e+01,-1.276957340651735939e-01
2.180566051253741477e+01,2.304187308631871645e+01,2.714875422105383906e-01
8.892826823364491373e-01,-1.888268648344575240e+01,5.978037764151492572e-01
3.587470204862543710e+01,4.423121848058991645e+01,-9.472131017676665987e-01
-2.968305410631738539e+01,2.438766234937692090e+01,1.026242570229012330e+00
3.333845084655874302e+01,5.780898944724103927e+00,1.011547877723656397e+00
