-4.149527577456556315e+01,-5.230260869576133231e+00,-4.146910800765121508e+01
2.720542108598926490e+01,6.502340165695546403e+00,2.716123219359279162e+01
-1.522931417680773691e+01,-2.686820958940190707e+01,-1.534837201365046866e+01
-7.314623158863334140e+00,-4.874280266653273941e+01,-7.316804072252458546e+00
-3.743582056492866172e+01,-1.714106083390137414e+01,-3.726780990966890528e+01
2.969996748118956020e+01,3.165355574751850654e+01,2.958586201203682720e+01
-7.063125310536541690e+00,-3.014814579248598747e+01,-6.959172652558208938e+00
3.613337331463692692e+01,-3.535253234195772620e+01,3.614958468141450254e+01
-4.631712608918277851e+01,2.968758583746992130e+01,-4.627679784005542984e+01
-3.650883332252364255e+01,-3.776243465904920527e+01,-3.653169005188389917e+01
-3.527300090288266432e+01,2.446704083391341911e+01,-3.525338083889135277e+01
1.774816107775453133e+01,-2.596395230049571623e+01,1.768844352443731438e+01
-1.805418301440961670e+01,-1.120846393623170201e+01,-1.799926918491330952e+01
4.520827410824665993e-01,2.649786982440589966e+01,9.587066244488692823e-02
-6.845864584833315725e+00,4.002072533781075947e+01,-6.882334964970240776e+00
1.321638970353304998e+01,1.988449423890206091e+01,1.325800167516424466e+01
-2.507205093302788157e+01,-3.878510841588951763e+00,-2.494063824766302062e+01
4.124237440396488807e+01,-7.476972991109182232e+00,4.106641903348610612e+01
3.481321354929487910e+01,2.972237270512538743e+01,3.473668604097407098e+01
-2.686519671677345755e+01,6.662159412139325276e+00,-2.676464979249920262e+01
-4.736144939936947651e+01,4.610338164486127255e+01,-4.734109717081880575e+01
2.702288353799136189e+01,2.549705147838793096e+01,2.691564234767080066e+01
3.045319480153552760e+01,-2.092969139545504476e+01,3.028646082173029441e+01
-2.417865439535114902e+01,-2.959241969798351590e+01,-2.413385845911813021e+01
-2.368981196579720816e+01,4.827272245075703694e+01,-2.356126011063790671e+01
-5.709510816117991716e+00,2.170812683128138332e+01,-5.782510624670684329e+00
1.283530988331109679e+00,3.062372297143665278e+01,1.500094650748139413e+00
4.465246981260033010e+01,8.798001640765473752e+00,4.451482883308725746e+01
3.289069562995875629e+01,-1.969515741390223695e+01,3.310999016944385431e+01
3.342673892072383524e+01,-3.681222832546450263e+01,3.342495005875141345e+01
4.081722405228374839e+01,-3.239393870365876182e+01,4.073816615473054981e+01
2.180566051253741477e+01,2.304187308631871645e+01,2.176120816866902530e+01
8.892826823364491373e-01,-1.888268648344575240e+01,1.253520729669947986e+00
3.587470204862543710e+01,4.423121848058991645e+01,3.578504961759861658e+01
-2.968305410631738539e+01,2.438766234937692090e+01,-2.969960391794338861e+01
3.333845084655874302e+01,5.780898944724103927e+00,3.330099212946292653e+01
4.958569689898183697e+01,-4.439757644271207226e+01,4.965773087834049448e+01
3.246956085988649221e+01,4.839888568839210592e+01,3.262543295289083289e+01
-3.207232286591690951e+01,-4.480524470976398987e+01,-3.207099290454757323e+01
4.439034233083180681e+01,-3.793123779249617655e+01,4.419100601156533514e+01
-3.703610722383608334e+01,-8.977782974760190271e+00,-3.722099672673794402e+01
1.462944212863980376e+01,4.847358145436139409e+01,1.455042212315059835e+01
-5.026488867044496089e+01,-2.557387055417351718e+01,-5.023858060064871722e+01
1.223373073250708565e+01,4.700448152830544757e+01,1.216940369306467140e+01
4.533109731710662516e+01,4.917211540668130709e+01,4.523724818657868241e+01
1.402816055852897392e+01,6.510533310696542841e+00,1.406548255686103310e+01
4.492824536065319307e+01,9.761509298792427458e+00,4.480470062732650405e+01
2.449690920214013090e+01,-3.733582825461939336e+01,2.445988535511398965e+01
-4.761545810461132078e+01,4.810470811826125015e+01,-4.762073985320402869e+01
4.495032634273727901e+00,-2.293505082177860643e+01,4.453848551892483520e+00
1.549798076976038708e+01,-1.147257844126316861e+01,1.554940763030992024e+01
-3.118481383968794773e+01,1.702900508343526909e+00,-3.108439134157189088e+01
-2.840249475726349360e+01,3.568280516879029562e+01,-2.854301434306529472e+01
3.251905363314630648e+01,4.410678822555512113e+01,3.240278741275997021e+01
-3.572867328691027211e+01,-3.297996487061168835e+01,-3.577707841455848126e+01
-2.720939557952060994e+01,-2.507710503010392600e+01,-2.728852722066289260e+01
-7.738593188524869326e+00,-9.696143540989604404e+00,-7.845186311466145312e+00
2.960037881280873506e+01,-5.019321810679830520e+01,2.957822896382484501e+01
3.139894768529136115e+01,-1.058322396456654779e+01,3.173194840410074491e+01
-3.110773586401099422e+01,-2.807772268823317674e+01,-3.105811025131594860e+01
2.711182535436437036e+01,-8.989965062948197527e-01,2.717299680133714190e+01
6.391736440001771768e+00,1.528025673097369541e+01,6.320366359922444666e+00
-1.139711227029291507e+01,5.239362340844298416e+00,-1.129871185381722576e+01
-4.347347944499585992e+01,-2.779509318299106368e+01,-4.351451923824166812e+01
1.292278016840109167e+01,-2.993754664306173652e+01,1.285231223597245176e+01
3.420354124861367495e+01,2.718198932488092012e+01,3.406974250841381036e+01
-3.350214399905975426e+01,-1.230871978091434826e+01,-3.339372708801322176e+01
-2.982198079743556107e+00,-1.367426205007991769e+01,-2.935661878285259263e+00
1.144520017893009189e+01,-4.429215416782642478e+01,1.143837984475771918e+01
-5.530799209246914927e+00,-4.730087482521351916e+01,-5.502406164762088103e+00
2.914333230426959886e+01,1.752321433119418259e+01,2.915247962093666345e+01
4.238342437284331510e+01,-2.898862201182105025e+01,4.237847691961999885e+01
-9.139615588291235326e+00,-1.113458302044049120e+01,-9.155566396939470053e+00
3.807264713676864432e+01,-4.683322183929826821e+01,3.802643409985505230e+01
-3.675311143058846852e+01,-2.258288978661657609e+01,-3.679559699433325903e+01
7.371556886537370623e+00,4.025651861397000886e+01,7.402527482465457886e+00
3.724778511531638969e+01,2.615331803365904406e+01,3.728824339182752112e+01
-4.965111790185724061e+01,-2.902710968772345623e+01,-4.962958743133432904e+01
4.215572126532062924e+01,-5.091130631428644193e+00,4.218474940115056881e+01
-4.317925093689942173e+01,1.769965043532721438e+01,-4.326631932532026781e+01
1.572373558482296119e+01,-9.409614637570757889e-01,1.583540789690522566e+01
2.591148281549059362e+01,2.707475545667014671e+01,2.606727307392369042e+01
-9.032178776582352242e+00,2.293061412463843496e+01,-9.152293564724262254e+00
-1.515587975590429792e+01,1.216543464087969539e+01,-1.516498545779780827e+01
1.535196164786414208e+01,1.860598872247195601e+01,1.531287108217045123e+01
2.991539552906840171e+01,-1.859906302770783171e+01,2.999828568323873057e+01
4.590277399897660615e+01,3.219441685334430425e-01,4.591941838122709640e+01
-4.274158142707265995e+01,1.481749908088763057e+01,-4.273302924390478097e+01
-3.055112688585460390e+01,1.041974241341337937e+01,-3.076039206263907388e+01
2.020611204661252813e+01,-7.954273921641533462e+00,2.015858083080713570e+01
4.270972613512861216e+01,1.888258465905796868e+01,4.262287567502910690e+01
1.118273425470631821e+01,-5.245040985934897870e-01,1.110232274181836765e+01
5.448190354096852595e+00,4.597191408569275239e+01,5.516162706973759988e+00
-1.964477106559827035e+01,3.755803441693266365e+01,-1.963148661663954897e+01
3.750812071755868260e+01,2.359200465341264774e+01,3.734508557635369641e+01
3.980744204362164851e+01,-6.651514057936867452e+00,3.983080411322831083e+01
-5.386394820264374772e+00,1.270100555204468229e+01,-5.492477290435955339e+00
3.911764322911035663e+01,4.473219030119957296e+01,3.928830939281696999e+01
-8.980165670915978282e+00,-1.032552015536173862e+01,-9.091325445794698368e+00
1.183726927469715307e+01,3.215055827865633375e+01,1.170679413160360838e+01
